hw-ow-hw 43.276 104.520   # AMBER 1 TIP3P_water
c3-sx-sx 67.226 91.470   # SOURCE3 4 1.9919
c3-sx-sy 68.899 95.470   # SOURCE3 3 2.8422
ca-sx-ca 72.893 95.750   # SOURCE3_SOURCE5 14 1.8607
ca-sx-o 92.722 107.150   # SOURCE4_SOURCE5 86 0.9103
c-sx-c3 72.536 92.710   # SOURCE3 3 0.3095
c-sx-c 74.104 86.850   # SOURCE3 1
cc-sx-o 94.293 104.810   # SOURCE4_SOURCE5 45 1.5594
ce-sx-ce 73.461 94.960   # SOURCE3 1
ce-sx-o 92.502 108.230   # SOURCE3_SOURCE5 27 0.8358
cf-sx-cf 73.461 94.960   # SOURCE3 1
cf-sx-o 92.502 108.230   # SOURCE3_SOURCE5 22 0.9547
c-sx-o 90.915 106.170   # SOURCE3 5 0.9477
ne-sx-ne 107.648 106.450   # SOURCE3_SOURCE5 5 1.4815
ne-sx-o 114.103 109.810   # SOURCE3_SOURCE5 13 1.0385
nf-sx-nf 107.648 106.450   # SOURCE3_SOURCE5 5 1.4815
nf-sx-o 114.103 109.810   # SOURCE3_SOURCE5 6 0.5536
o-sx-pe 111.805 106.430   # SOURCE3 9 2.8345
o-sx-pf 111.805 106.430   # SOURCE3 9
o-sx-px 109.143 104.770   # SOURCE3 3 1.9810
o-sx-py 106.155 109.130   # SOURCE3 7 5.6840
o-sx-sx 79.764 104.650   # SOURCE3 6 3.0524
o-sx-sy 85.123 103.410   # SOURCE3 5 0.9618
pe-sx-pe 120.095 92.620   # SOURCE3 1
pf-sx-pf 120.095 92.620   # SOURCE3 1
py-sx-py 133.313 69.230   # SOURCE3 3 17.4143
sx-sx-sx 69.059 84.900   # SOURCE3 1
sy-sx-sy 69.768 93.520   # SOURCE3 1
c3-sy-ca 70.945 103.930   # SOURCE4_SOURCE5 136 0.4172
c3-sy-cc 71.767 101.950   # SOURCE4_SOURCE5 32 1.4362
c3-sy-ce 71.136 103.530   # SOURCE3_SOURCE5 11 1.3594
c3-sy-cf 71.136 103.530   # SOURCE3_SOURCE5 8 1.7429
c3-sy-ne 92.368 102.190   # SOURCE3_SOURCE5 11 3.1966
c3-sy-nf 92.368 102.190   # SOURCE3_SOURCE5 6 2.3703
c3-sy-o 93.792 107.850   # SOURCE3_SOURCE5 283 0.5690
c3-sy-pe 85.480 106.030   # SOURCE3 6 2.6117
c3-sy-pf 85.480 106.030   # SOURCE3 6
c3-sy-px 85.416 103.620   # SOURCE3 3 0.7078
c3-sy-py 87.474 103.390   # SOURCE3 3 0.4563
c3-sy-sx 66.097 104.640   # SOURCE3 3 4.6276
c3-sy-sy 67.466 100.780   # SOURCE3 4 1.1633
ca-sy-ca 71.127 104.440   # SOURCE4_SOURCE5 55 1.7845
ca-sy-cc 71.045 105.090   # SOURCE4_SOURCE5 10 0.3628
ca-sy-n3 92.241 102.440   # SOURCE4_SOURCE5 407 1.1038
ca-sy-n 90.479 105.370   # SOURCE4_SOURCE5 122 1.2203
ca-sy-ne 92.539 103.010   # SOURCE4_SOURCE5 36 2.1672
ca-sy-nh 90.475 105.500   # SOURCE4_SOURCE5 205 1.5936
ca-sy-o 94.276 108.350   # SOURCE3_SOURCE5 1362 0.6985
ca-sy-oh 93.834 101.300   # SOURCE4_SOURCE5 94 0.8210
ca-sy-os 96.750 92.980   # SOURCE3 1
c-sy-c3 70.399 101.250   # SOURCE3 3 1.1850
c-sy-c 69.867 99.810   # SOURCE3 1
cc-sy-n3 92.404 102.530   # CORR_SOURCE5 35 0.5689
cc-sy-o 94.752 107.890   # CORR_SOURCE5 130 0.8911
cd-sy-n3 92.404 102.530   # CORR_SOURCE5 35 0.5689
cd-sy-nh 94.463 97.200   # SOURCE4_SOURCE5 12 0.2429
cd-sy-o 94.752 107.890   # CORR_SOURCE5 130 0.8911
ce-sy-ce 71.811 102.780   # SOURCE3 1
ce-sy-o 94.373 108.380   # SOURCE3_SOURCE5 66 0.9753
cf-sy-cf 71.811 102.780   # SOURCE3 1
cf-sy-o 94.373 108.380   # SOURCE3_SOURCE5 56 1.0516
c-sy-o 91.740 107.480   # SOURCE3_SOURCE5 16 0.7996
n2-sy-o 121.876 123.530   # SOURCE4 6 1.2388
n3-sy-ne 120.039 101.930   # SOURCE4_SOURCE5 15 1.4395
n3-sy-o 123.426 107.130   # SOURCE4_SOURCE5 863 1.1609
na-sy-na 119.379 98.040   # SOURCE3 1
nc-sy-nc 132.584 98.040   # SOURCE3 2
nd-sy-nd 132.584 98.040   # SOURCE3 2
ne-sy-ne 122.921 98.620   # SOURCE3 1
ne-sy-o 123.169 109.650   # SOURCE3_SOURCE5 101 1.9902
nf-sy-nf 122.921 98.620   # SOURCE3 1
nf-sy-o 123.169 109.650   # SOURCE3_SOURCE5 87 1.9451
nh-sy-o 123.056 106.230   # SOURCE4_SOURCE5 319 1.7353
n-sy-o 122.195 107.540   # SOURCE4_SOURCE5 155 1.8699
o-sy-o 126.375 121.410   # SOURCE3_SOURCE5 734 0.8526
o-sy-oh 125.990 106.680   # SOURCE3_SOURCE5 166 0.5588
o-sy-os 123.063 107.520   # SOURCE4_SOURCE5 38 1.6656
o-sy-pe 109.504 106.900   # SOURCE3 12 1.4524
o-sy-pf 109.504 106.900   # SOURCE3 12
o-sy-px 108.122 106.170   # SOURCE3 6 0.7059
o-sy-py 111.153 106.670   # SOURCE3 10 0.6478
o-sy-sx 83.961 106.330   # SOURCE3 10 2.0456
o-sy-sy 84.205 106.190   # SOURCE3 12 0.1754
py-sy-py 112.342 104.490   # SOURCE3 1
sx-sy-sx 66.808 101.990   # SOURCE3 1
sy-sy-sy 66.534 103.290   # SOURCE3 1
c2-c1-cf 60.047 179.050   # SOURCE4_SOURCE5 9 0.3913
c3-c1-ch 57.725 178.430   # SOURCE4_SOURCE5 95 0.5682
nf-c1-s 73.610 175.820   # SOURCE4_SOURCE5 15 0.2067
br-c2-cf 64.279 121.530   # SOURCE4_SOURCE5 11 0.7009
cd-c2-h4 49.786 119.850   # SOURCE4_SOURCE5 16 0.8001
cd-c2-nh 86.562 123.120   # SOURCE4_SOURCE5 17 1.2171
cd-c2-o 91.352 123.590   # SOURCE4_SOURCE5 6 0.0560
cf-c2-cl 72.107 123.470   # SOURCE4_SOURCE5 30 1.0225
cf-c2-h4 49.654 122.310   # SOURCE4_SOURCE5 145 1.6214
cf-c2-na 86.108 124.170   # SOURCE4_SOURCE5 6 1.9423
cf-c2-nh 87.822 120.710   # SOURCE4_SOURCE5 150 2.3947
cf-c2-no 86.097 119.650   # SOURCE4_SOURCE5 5 0.9817
cf-c2-o 91.992 123.370   # SOURCE4_SOURCE5 9 1.0481
cf-c2-oh 88.571 123.130   # SOURCE4_SOURCE5 62 1.7479
cf-c2-os 87.995 122.800   # SOURCE4_SOURCE5 98 2.2743
h4-c2-nf 64.858 119.510   # SOURCE4_SOURCE5 42 1.6302
h5-c2-nf 64.691 119.850   # SOURCE4_SOURCE5 27 1.3790
nf-c2-os 114.213 118.760   # SOURCE4 5
nf-c2-ss 82.205 120.510   # SOURCE4_SOURCE5 23 2.4188
n-c2-nf 109.323 125.340   # SOURCE4_SOURCE5 15 1.5591
ca-c3-cf 65.618 112.210   # SOURCE4_SOURCE5 93 1.2595
cd-c3-cx 65.894 112.100   # SOURCE4_SOURCE5 7 1.7201
c-c3-cf 65.527 111.890   # SOURCE4_SOURCE5 59 1.5769
cd-c3-hx 47.588 111.010   # SOURCE4_SOURCE5 10 0.7123
cd-c3-n2 84.630 110.310   # SOURCE4_SOURCE5 21 0.5628
cd-c3-n4 81.467 115.580   # SOURCE4_SOURCE5 6 1.1723
cd-c3-na 83.647 113.150   # SOURCE4_SOURCE5 10 0.6466
cd-c3-p5 79.513 116.230   # SOURCE4_SOURCE5 6 0.7766
cf-c3-cf 65.833 111.470   # SOURCE4_SOURCE5 35 0.5985
cf-c3-n 84.349 110.220   # SOURCE4_SOURCE5 10 1.0919
cf-c3-oh 84.971 111.190   # SOURCE4_SOURCE5 57 1.5702
cf-c3-os 85.412 109.500   # SOURCE4_SOURCE5 55 1.8883
cf-c3-ss 63.337 110.720   # SOURCE4_SOURCE5 12 1.7025
cd-ca-cq 66.010 124.300   # SOURCE4_SOURCE5 10 0.6423
cf-ca-na 84.062 119.920   # SOURCE4_SOURCE5 29 0.5242
ch-ca-cq 67.320 121.530   # SOURCE4_SOURCE5 12 0.1831
cl-ca-cq 71.726 120.390   # SOURCE4_SOURCE5 34 0.5366
cq-ca-f 88.831 119.420   # SOURCE4_SOURCE5 30 0.2799
cq-ca-h4 48.404 120.090   # SOURCE4_SOURCE5 35 0.4098
cq-ca-na 90.665 108.790   # SOURCE4_SOURCE5 349 0.5003
cq-ca-nb 86.369 123.580   # SOURCE4_SOURCE5 79 0.8527
cq-ca-nh 85.714 121.560   # SOURCE4_SOURCE5 19 0.6123
cq-ca-oh 86.623 120.850   # SOURCE4_SOURCE5 29 1.4592
cq-ca-ss 65.950 111.170   # SOURCE4_SOURCE5 16 2.4162
ca-c-nf 85.290 114.710   # SOURCE4_SOURCE5 9 0.7464
br-cd-c 65.156 116.280   # SOURCE4_SOURCE5 24 1.3164
br-cd-cd 63.389 124.050   # SOURCE4_SOURCE5 23 1.9356
br-cd-cc 63.686 124.230   # SOURCE4_SOURCE5 84 2.2845
br-cd-na 80.565 121.580   # SOURCE4_SOURCE5 13 0.9881
ca-cd-cf 64.258 127.010   # SOURCE4_SOURCE5 27 1.6430
ca-cd-nh 84.253 122.130   # SOURCE4_SOURCE5 11 2.0536
cd-c-cf 66.433 115.570   # SOURCE4_SOURCE5 8 1.2130
cd-cd-f 88.377 119.190   # SOURCE4_SOURCE5 19 1.0481
c-cd-ch 67.046 117.880   # SOURCE4_SOURCE5 19 0.6396
cd-cd-sy 61.106 128.250   # SOURCE4_SOURCE5 12 0.8482
cc-cd-f 89.570 121.190   # SOURCE4_SOURCE5 54 0.6386
cc-cd-no 82.947 128.690   # SOURCE4_SOURCE5 197 1.4212
c-cd-f 87.759 116.980   # SOURCE4_SOURCE5 33 0.4384
ch-cd-na 84.878 122.610   # SOURCE4_SOURCE5 7 1.0826
ch-cd-ss 63.762 120.730   # SOURCE4_SOURCE5 15 0.9326
cd-c-h4 47.598 114.830   # SOURCE4_SOURCE5 20 0.4400
cl-cd-na 90.511 121.120   # SOURCE4_SOURCE5 25 0.9015
cl-cd-ss 71.934 119.850   # SOURCE4_SOURCE5 16 0.8775
c-cd-nf 84.503 119.880   # SOURCE4 6
cd-c-s 64.011 126.280   # SOURCE4_SOURCE5 57 2.2083
cd-c-ss 64.406 112.400   # SOURCE4_SOURCE5 32 1.0830
cx-cd-nc 83.147 127.820   # SOURCE4_SOURCE5 15 1.5594
cx-cd-os 85.414 118.070   # SOURCE4_SOURCE5 13 0.0898
cc-c-cx 65.553 117.430   # SOURCE4_SOURCE5 24 0.1441
cc-c-nc 86.534 113.750   # SOURCE4_SOURCE5 14 0.0860
cf-c-cx 65.246 117.390   # SOURCE4_SOURCE5 13 0.7631
cf-c-h4 47.181 114.890   # SOURCE4_SOURCE5 94 0.4993
cf-c-ss 64.794 110.490   # SOURCE4_SOURCE5 8 0.5728
na-cd-no 105.313 124.590   # SOURCE4_SOURCE5 114 0.8160
na-cd-oh 111.744 117.480   # SOURCE4_SOURCE5 23 1.0304
na-cd-sx 79.683 117.020   # SOURCE4_SOURCE5 19 0.3766
na-cd-sy 79.507 120.460   # SOURCE4_SOURCE5 8 1.7069
nd-cd-no 106.922 121.730   # SOURCE4_SOURCE5 10 0.8384
nc-cd-nc 110.827 128.070   # SOURCE4_SOURCE5 10 0.4198
nc-cd-nf 107.796 129.010   # SOURCE4_SOURCE5 13 1.6879
nc-cd-no 108.240 122.750   # SOURCE4_SOURCE5 64 0.2909
nc-cd-sh 79.198 124.970   # SOURCE4_SOURCE5 13 0.8081
nc-cd-sx 76.768 127.740   # SOURCE4_SOURCE5 19 0.3234
nc-cd-sy 79.255 123.030   # SOURCE4_SOURCE5 20 1.2273
nf-cd-ss 81.707 117.030   # SOURCE4_SOURCE5 10 0.2421
n-cd-n2 112.932 119.420   # SOURCE4_SOURCE5 13 0.1189
no-cd-os 109.068 117.550   # SOURCE4_SOURCE5 82 0.2764
no-cd-ss 79.693 121.060   # SOURCE4_SOURCE5 23 0.2526
ca-cc-cf 66.694 124.900   # SOURCE4_SOURCE5 32 1.6591
ca-cc-na 83.626 123.450   # SOURCE4 39
cd-cc-cg 67.080 125.790   # SOURCE4_SOURCE5 54 1.7418
cd-cc-cy 65.987 122.050   # SOURCE4_SOURCE5 12 0.8462
cd-cc-nd 88.069 123.820   # SOURCE4_SOURCE5 14 0.3678
cc-cc-cy 64.938 122.040   # SOURCE4_SOURCE5 7 0.2293
cf-cc-nc 86.641 123.980   # SOURCE4_SOURCE5 5 2.4219
c-cc-h4 47.105 118.190   # SOURCE4_SOURCE5 8 0.2226
na-cc-nh 110.794 117.280   # SOURCE4_SOURCE5 54 1.7570
na-cc-ss 83.703 111.460   # SOURCE4 20
nc-cc-nc 107.603 125.700   # SOURCE4_SOURCE5 18 0.6787
oh-cc-os 115.442 111.610   # SOURCE4_SOURCE5 6 1.1909
c2-cf-cl 72.080 119.760   # SOURCE4_SOURCE5 38 1.3369
c2-cf-h4 49.154 124.550   # SOURCE4_SOURCE5 32 1.8945
c2-cf-n1 91.289 118.230   # SOURCE4_SOURCE5 11 1.2780
c2-cf-na 87.216 119.190   # SOURCE4_SOURCE5 5 0.8452
c2-cf-oh 87.984 123.700   # SOURCE4_SOURCE5 17 1.7138
c3-cf-ch 66.013 117.220   # SOURCE4_SOURCE5 26 1.7890
c3-cf-ne 84.378 120.680   # SOURCE4_SOURCE5 7 2.0560
c3-cf-nh 82.733 119.560   # SOURCE4_SOURCE5 5 1.0524
ca-cf-cf 65.684 119.540   # SOURCE4_SOURCE5 18 1.9239
ca-cf-cl 72.181 114.590   # SOURCE4_SOURCE5 8 0.9719
ca-cf-h4 47.047 116.990   # SOURCE4_SOURCE5 181 1.0407
ca-cf-nh 85.466 115.580   # SOURCE4_SOURCE5 147 1.1060
ca-cf-os 85.838 115.910   # SOURCE4_SOURCE5 17 1.5899
ca-cf-ss 63.378 117.520   # SOURCE4_SOURCE5 9 1.2901
c-cf-ca 65.478 118.280   # SOURCE4_SOURCE5 17 1.7879
cd-cf-cc 65.259 130.610   # SOURCE4_SOURCE5 19 0.8270
c-cf-cf 65.150 120.980   # SOURCE4_SOURCE5 37 2.3876
c-cf-ch 66.500 118.420   # SOURCE4_SOURCE5 34 1.0602
cd-cf-h4 47.935 115.680   # SOURCE4_SOURCE5 48 0.8279
c-cf-cl 71.821 115.470   # SOURCE4_SOURCE5 19 1.2383
cd-cf-nh 85.299 118.050   # SOURCE4_SOURCE5 13 1.6005
c-cf-cy 74.704 88.440   # SOURCE4_SOURCE5 34 1.2419
cf-cf-cl 71.617 117.220   # SOURCE4_SOURCE5 23 1.1321
cf-cf-oh 86.685 116.850   # SOURCE4_SOURCE5 19 1.5331
ce-cf-cy 62.247 137.580   # SOURCE4_SOURCE5 18 1.4229
ce-cf-h4 49.339 122.950   # SOURCE4_SOURCE5 18 1.1766
ce-cf-n1 90.464 119.940   # SOURCE4_SOURCE5 7 1.8420
ce-cf-nh 87.337 121.380   # SOURCE4_SOURCE5 27 1.6583
ch-cf-n2 87.851 121.140   # SOURCE4_SOURCE5 8 0.9418
c-cf-oh 86.196 115.760   # SOURCE4_SOURCE5 15 2.2145
c-cf-os 86.086 114.670   # SOURCE4_SOURCE5 26 2.3740
h4-cf-n1 64.863 116.640   # SOURCE4_SOURCE5 12 0.5604
h4-cf-nf 62.153 115.650   # SOURCE4_SOURCE5 12 1.7190
n2-cf-os 114.215 117.950   # SOURCE4_SOURCE5 13 0.4519
n2-cf-ss 81.512 117.230   # SOURCE4 6
nf-cf-nh 111.319 113.640   # SOURCE4_SOURCE5 29 1.5167
ne-cf-nh 112.342 119.270   # SOURCE4_SOURCE5 17 1.8891
ca-ce-cd 64.611 130.880   # SOURCE4_SOURCE5 29 1.2258
c-ce-cc 66.092 117.820   # SOURCE4_SOURCE5 19 0.9022
c-ce-n2 88.177 114.410   # SOURCE4_SOURCE5 8 1.4615
h4-ce-nf 64.320 120.560   # SOURCE4_SOURCE5 33 0.8495
c1-ch-cd 58.883 178.610   # SOURCE4_SOURCE5 7 0.3553
ch-cg-cg 60.571 179.580   # SOURCE4_SOURCE5 48 0.3197
n-c-nf 113.600 110.260   # SOURCE4_SOURCE5 15 1.6743
ca-cq-na 86.507 119.500   # SOURCE4_SOURCE5 38 0.8587
nb-cq-nb 110.031 125.790   # SOURCE4_SOURCE5 6 0.6645
cd-cx-hc 47.813 113.930   # SOURCE4_SOURCE5 29 0.6832
cf-cy-h2 45.874 117.400   # SOURCE4_SOURCE5 21 0.5798
cf-cy-n 94.195 87.940   # SOURCE4_SOURCE5 24 0.2234
cf-cy-ss 60.454 120.540   # SOURCE4_SOURCE5 21 2.1971
cd-n2-na 91.793 109.240   # SOURCE4_SOURCE5 14 1.5712
cd-n2-nh 88.704 118.470   # SOURCE4_SOURCE5 7 1.6660
c3-n4-cd 64.438 111.040   # SOURCE4_SOURCE5 11 1.9847
c3-na-cq 65.414 119.620   # SOURCE4_SOURCE5 10 0.5495
ca-na-cq 67.035 120.860   # SOURCE4_SOURCE5 38 1.4370
cd-na-cf 64.694 126.610   # SOURCE4_SOURCE5 8 0.5158
cq-nb-nb 86.918 120.960   # SOURCE4_SOURCE5 20 0.6372
c-n-cf 63.457 131.380   # SOURCE4_SOURCE5 225 1.7874
ca-nc-nd 92.520 108.340   # SOURCE4_SOURCE5 14 0.2755
c2-nf-ch 70.178 123.230   # SOURCE4_SOURCE5 27 1.1966
c-nf-sy 65.604 116.430   # SOURCE4_SOURCE5 10 2.0084
c3-nh-ce 65.126 120.120   # SOURCE4_SOURCE5 32 2.1639
cd-nh-n2 85.504 120.090   # SOURCE4_SOURCE5 16 0.9182
cd-nh-sy 62.976 122.520   # SOURCE4_SOURCE5 37 1.3342
cf-nh-sy 65.279 113.390   # SOURCE4_SOURCE5 8 1.1060
hn-n-nd 62.278 115.420   # SOURCE4_SOURCE5 24 0.7584
cd-no-o 87.737 117.490   # SOURCE4_SOURCE5 426 0.5387
n3-py-nf 79.409 108.760   # SOURCE4_SOURCE5 18 1.1434
cd-s6-o 95.603 103.760   # SOURCE4_SOURCE5 15 0.9562
cd-sh-hs 53.591 95.010   # SOURCE4_SOURCE5 15 1.4000
c-ss-cd 75.135 94.890   # SOURCE4_SOURCE5 18 1.2231
c3-sx-cd 73.054 95.180   # SOURCE4_SOURCE5 24 0.6543
cd-sx-o 94.293 104.810   # SOURCE4_SOURCE5 28 1.4279
c3-sy-cd 71.767 101.950   # SOURCE4_SOURCE5 20 1.3784
ca-sy-cd 71.045 105.090   # SOURCE4_SOURCE5 5 0.3628
ca-sy-nf 92.539 103.010   # SOURCE4_SOURCE5 25 2.4137
cc-sy-nh 94.463 97.200   # SOURCE4_SOURCE5 6 0.2429
n3-sy-nf 120.039 101.930   # SOURCE4_SOURCE5 10 1.4898
cl-py-ne 67.181 109.160   # SOURCE5 79 0.9726
ce-ce-nh 85.786 116.410   # SOURCE5 70 1.9262
cp-ca-os 87.894 116.910   # SOURCE5 38 1.2997
ca-cc-ca 65.280 122.940   # SOURCE5 37 2.3284
h1-c3-i 39.280 103.880   # SOURCE5 43 0.8359
h4-c2-h4 37.559 117.920   # SOURCE5 46 1.0787
c-ss-ss 72.810 97.680   # SOURCE5 29 1.7788
f-py-ne 83.682 108.600   # SOURCE5 47 0.7739
ca-nh-ce 65.017 127.740   # SOURCE5 32 0.9569
ce-cx-cx 64.347 118.620   # SOURCE5 40 1.7472
py-ne-py 111.020 121.410   # SOURCE5 34 1.5196
c-cd-ss 62.961 121.970   # SOURCE5 29 2.1476
s-p5-ss 46.401 116.670   # SOURCE5 27 1.1060
cx-c3-nh 86.752 103.860   # SOURCE5 29 2.2522
cc-cc-cl 72.034 119.990   # SOURCE5 43 1.9574
cd-na-cx 66.440 116.390   # SOURCE5 14 0.5535
h1-cy-nh 59.704 113.860   # SOURCE5 31 0.8499
h5-c-os 63.962 113.090   # SOURCE5 20 0.1826
c2-c3-n4 81.944 113.640   # SOURCE5 18 2.3563
c2-cx-c3 65.275 115.480   # SOURCE5 22 1.1986
c3-c2-cx 64.810 117.870   # SOURCE5 20 2.2886
br-cx-cx 62.999 119.040   # SOURCE5 21 0.7114
cc-cf-ch 68.168 122.270   # SOURCE5 30 0.9028
c3-c3-sx 63.092 110.500   # SOURCE5 14 1.4461
ca-cy-hc 46.450 114.530   # SOURCE5 17 1.6221
cx-c1-n1 74.188 178.250   # SOURCE5 17 0.8798
cl-py-cl 61.568 101.950   # SOURCE5 12 0.7596
c2-ce-cx 66.366 122.740   # SOURCE5 23 1.5745
c3-c-cx 64.715 116.040   # SOURCE5 14 1.1793
cf-cc-os 87.197 123.070   # SOURCE5 15 1.3662
cd-cd-cl 72.034 119.990   # SOURCE5 43 1.9574
c3-py-ca 46.073 107.270   # SOURCE5 20 1.8136
c3-c3-py 80.645 111.570   # SOURCE5 14 1.9142
c3-py-s 46.250 113.850   # SOURCE5 14 0.3847
ca-c-cx 64.997 117.660   # SOURCE5 20 1.5268
ce-ce-os 86.756 115.190   # SOURCE5 15 2.1777
c3-n4-cx 62.636 117.290   # SOURCE5 15 0.3164
h4-ce-sy 42.563 115.000   # SOURCE5 20 1.1588
hx-cy-n4 58.977 110.620   # SOURCE5 14 1.8211
cy-no-o 84.157 116.830   # SOURCE5 17 1.1181
cc-cd-cx 66.301 124.150   # SOURCE5 10 1.8770
ca-nb-na 87.254 118.780   # SOURCE5 10 0.6408
cl-c3-cy 71.118 111.890   # SOURCE5 12 0.7377
f-c2-h4 66.183 112.050   # SOURCE5 13 0.7763
ca-py-s 45.997 116.310   # SOURCE5 11 1.2602
cl-c3-cx 71.664 110.760   # SOURCE5 9 1.3315
ca-nh-cy 63.219 126.620   # SOURCE5 12 1.1353
cy-cy-no 79.836 115.430   # SOURCE5 15 1.0848
ce-n1-n1 77.561 177.620   # SOURCE5 10 0.5740
cy-cy-hx 45.080 115.920   # SOURCE5 9 1.5918
ce-n-hn 48.071 113.830   # SOURCE5 11 1.3642
c3-cx-cu 63.779 120.910   # SOURCE5 11 0.4272
cf-cf-ne 86.585 120.790   # SOURCE5 9 1.8014
f-p5-na 88.711 89.260   # SOURCE5 12 1.2991
h4-ce-nh 62.318 115.580   # SOURCE5 10 0.8050
ne-c-s 82.148 124.230   # SOURCE5 9 1.7990
ca-os-py 83.011 123.310   # SOURCE5 12 0.8994
cf-ce-cl 71.390 121.940   # SOURCE5 20 1.2372
cy-cy-n4 90.361 89.940   # SOURCE5 10 0.7009
na-cc-sh 79.224 122.950   # SOURCE5 9 1.1542
nb-na-o 113.391 118.130   # SOURCE5 11 0.6838
c-cx-n3 82.187 116.960   # SOURCE5 11 1.3298
cd-cy-hc 48.302 107.200   # SOURCE5 8 0.5300
f-c3-no 111.081 107.760   # SOURCE5 11 0.3179
ce-cd-na 85.967 124.930   # SOURCE5 9 0.9918
cq-cp-cq 69.705 108.020   # SOURCE5 24 0.5633
os-py-s 59.825 116.220   # SOURCE5 11 0.4580
c-c3-cy 65.476 110.880   # SOURCE5 9 1.4172
cy-c2-ha 45.849 118.590   # SOURCE5 5 1.8406
cp-cq-cp 69.705 108.020   # SOURCE5 24 0.5633
cx-cu-cx 89.228 63.190   # SOURCE5 12 0.2140
cu-c2-ha 50.414 121.490   # SOURCE5 12 0.1524
cd-ce-cg 68.168 122.270   # SOURCE5 30 0.9028
cf-ne-ne 87.949 113.170   # SOURCE5 15 1.6715
c3-c2-no 82.781 115.940   # SOURCE5 9 0.9963
f-cy-f 120.355 108.560   # SOURCE5 9 1.2393
c2-cy-hc 46.979 112.800   # SOURCE5 10 0.5936
c3-c2-cy 64.260 117.990   # SOURCE5 10 1.8958
c-ce-h4 46.659 118.080   # SOURCE5 8 2.4522
cf-cc-n 86.203 124.200   # SOURCE5 10 0.8706
cd-cc-i 60.056 124.280   # SOURCE5 14 1.7120
ce-cf-cl 71.390 121.940   # SOURCE5 20 1.2372
cl-c3-p5 92.521 109.520   # SOURCE5 9 0.8307
c2-c3-no 83.742 107.190   # SOURCE5 9 0.5470
ce-nf-nf 87.949 113.170   # SOURCE5 15 1.6715
c1-c3-cx 66.544 112.350   # SOURCE5 11 0.3186
ce-c3-h2 46.896 112.270   # SOURCE5 9 0.2011
na-cd-na 115.931 106.600   # SOURCE5 10 1.3968
cx-cx-n4 113.255 60.300   # SOURCE5 10 0.1253
c1-cx-hc 48.408 114.860   # SOURCE5 6 0.1269
cg-ca-nb 87.852 116.870   # SOURCE5 10 0.6088
ce-c2-f 90.032 122.620   # SOURCE5 11 1.4117
cp-ca-cq 70.964 111.520   # SOURCE5 8 0.0849
cl-py-nf 67.181 109.160   # SOURCE5 79 0.9726
ca-c3-cy 65.233 112.320   # SOURCE5 7 0.8064
ch-cd-nd 85.036 123.030   # SOURCE5 7 0.2371
h1-cy-ss 41.667 111.560   # SOURCE5 6 1.1376
h5-cc-n2 63.976 123.280   # SOURCE5 5 1.2554
cc-na-cy 64.047 126.730   # SOURCE5 13 0.8228
c-c3-no 83.428 106.990   # SOURCE5 8 1.0618
c3-py-c3 46.116 105.720   # SOURCE5 10 2.4094
hx-c3-n3 60.702 111.730   # SOURCE5 10 0.1463
cf-cf-nh 85.786 116.410   # SOURCE5 70 1.9262
c3-n3-py 81.527 118.270   # SOURCE5 8 1.5513
h5-c2-os 64.726 110.950   # SOURCE5 9 1.4177
cc-c3-ce 66.308 110.890   # SOURCE5 7 2.0183
n4-c3-p5 104.054 106.090   # SOURCE5 10 1.7975
ne-cd-ss 79.536 126.000   # SOURCE5 6 1.6775
na-cd-ne 111.251 122.470   # SOURCE5 7 2.4448
cl-c3-h3 48.652 107.660   # SOURCE5 10 0.1942
h5-c-s 44.037 123.510   # SOURCE5 6 0.5125
cf-ce-ss 63.673 120.950   # SOURCE5 15 1.8784
c3-c2-f 87.663 113.280   # SOURCE5 8 1.0861
h4-c2-oh 64.512 114.610   # SOURCE5 8 1.2250
ne-ce-nf 108.272 127.960   # SOURCE5 10 1.2321
cc-n-cd 67.143 121.050   # SOURCE5 7 0.3580
f-py-f 90.389 97.510   # SOURCE5 5 0.2281
n-cc-os 110.414 119.020   # SOURCE5 8 1.4066
cq-cp-nb 85.943 120.010   # SOURCE5 14 1.1266
c-c-s 64.027 121.310   # SOURCE5 8 0.9033
cf-ce-os 88.396 120.230   # SOURCE5 8 2.3122
br-ce-c2 64.169 120.520   # SOURCE5 8 0.4148
cp-nb-na 87.511 118.110   # SOURCE5 5 0.5760
n-s6-oh 123.280 97.300   # SOURCE5 8 0.9381
cd-c3-h2 47.679 110.470   # SOURCE5 12 1.1111
nb-ca-sy 81.256 115.730   # SOURCE5 6 0.4033
na-sy-o 122.952 105.300   # SOURCE5 5 1.0811
hx-cx-hx 37.969 115.770   # SOURCE5 9 0.0901
cd-cf-ne 86.147 122.390   # SOURCE5 7 1.4919
h5-c-oh 65.262 109.490   # SOURCE5 7 0.3600
cy-n-cy 71.371 94.550   # SOURCE5 5 0.6286
br-c3-no 81.143 106.960   # SOURCE5 6 2.2092
c2-ss-s4 73.233 92.420   # SOURCE5 8 0.4009
c3-nh-o 85.477 117.530   # SOURCE5 7 1.0041
br-cc-ss 65.672 120.060   # SOURCE5 6 0.2609
c-ce-ss 64.495 113.230   # SOURCE5 6 1.9344
c3-n-n3 82.135 117.560   # SOURCE5 6 2.4546
h5-ca-na 62.521 115.800   # SOURCE5 8 0.4738
